repo,verdict,reason,capability,install_cmd,license,risk_level,risk_note,category,evidence,checked_at
CC19990113/dsh-plugin-codegraph,verified_plugin,,"Lets the agent answer structural code questions (where declared, who calls it, impact, reachability) via 10 read-only codegraph operations.",dsh plugin --profile <name> add dsh-plugin-codegraph,MIT,medium,Reads local source files and gitignore to build a symbol-graph index; recursive fs.watch on the workspace root is on by default; no network/credential/shell access.,automation,README documents `dsh plugin --profile` install; root package.json declares dsh.bundle.patch: ./packages/bundle/cordis.patch.yml.,2026-08-27
Horizon215/dsh-plugins,verified_plugin,,"Five drop-in client-UI plugins: token/cost chips, prompt template library, session recap with zero-LLM handoff, mode capsules, animated whale mascot.",git clone ... && pnpm install && pnpm build && dsh plugin --profile web add file:./packages/* (5 packages),MIT,medium,Plugins run inside the dsh web client; token-stats scans every session via loopback RPC and reads tool-call args; mode-switcher injects prompt sections into requests; all data stays in browser localStorage.,ui,README documents `dsh plugin --profile web add` install; packages/token-stats/package.json confirms native dsh fields.,2026-08-27
sqs404/dsh-portable,related,,Repackaging/running official DeepSeek Harness as a portable double-click Windows distribution with isolated user data.,powershell -ExecutionPolicy Bypass -File .\build.ps1 -Zip,MIT,medium,Launcher spawns the official harness via DSH_HOME-isolated data dir; the harness agent can modify files and execute commands; requires user-entered DeepSeek API keys.,launcher,"Repo contains only launcher.cs, build.ps1, docs; npm-flat-installs @deepseek-ai/dsh; no plugin/skill code.",2026-08-27
Ultronen/dsh-archived-chats,verified_plugin,,"Web-plugin archive management UI: workspace-grouped browsing, full-text search, native preview, History with restore-as-copy, ZIP export/import, Recycle Bin, retention policies.",dsh plugin --profile web add dsh-archived-chats@latest,MIT,medium,"Reads/writes archived session data and stored images under $DSH_HOME/plugin-data/archived-chats/; strictly local, no upload/cloud sync.",session_chat,"README documents `dsh plugin --profile web add/update/remove`; package.json has dsh.bundle.patch -> ./cordis.patch.yml, client inject platform web.",2026-08-27
corrinehu/dsh-workbuddy-connect,verified_plugin,,Adds WorkBuddy models to the DSH model picker with zero configuration across Web/Desktop/TUI; settings card shows account info and remaining credits.,dsh plugin --profile web add dsh-workbuddy-connect,MIT,high,Reads WorkBuddy desktop app auth/credential files from local disk (macOS paths and %LOCALAPPDATA% on Windows); starts a local OpenAI-compatible loopback shim forwarding model calls using those tokens.,session_chat,README verified install commands for web/desktop/dsh-tui profiles; cordis.patch.yml and package.json present.,2026-08-27
Aik358/dsh-anchored-monitor,verified_plugin,,"Streams reasoning deltas; scores persona fingerprints; three-band model; L1 hint, L2 reset, L3 restart intervention; CoT leak/stall detection; glass web panel.",dsh plugin --profile web add @a9i5k4/dsh-anchored-monitor; npx anchored-monitor,MIT,medium,Reads ~/.dsh/sessions/*/events.jsonl reasoning logs; auto-injects prompts and re-issues requests (L1/L2/L3 interventions); spawns local monitor on 127.0.0.1:9301.,session_chat,"README documents `dsh plugin --profile web add` install and npx anchored-monitor; repo root contains cordis.patch.yml, package.json.",2026-08-27
Classicoke/cleverer-dsh,verified_plugin,,"Retry/stuck-loop interception, todo-plan discipline, memory dedup, self-evolving skill library, fast file lookup, env health checks.",dsh plugin --profile web add github:Classicoke/cleverer-dsh,MIT,medium,"Plugins inject per-turn system-prompt discipline, intercept repeated failures, add recursive file-lookup and env-check tools (filesystem/workspace reads), dedup memory writes.",agent_orchestration,package.json has dsh.bundle.patch -> ./cordis.patch.yml; cordis.patch.yml registers 12 plugins; README documents `dsh plugin --profile web add github:Classicoke/cleverer-dsh`.,2026-08-27
TsFreddie/dsh-compaction-instant,verified_plugin,,"Compacts session history deterministically in milliseconds with byte-exact token preservation, pointer-based recall, recall/search tools and /recall command.",dsh plugin --profile web add dsh-compaction-instant,MIT,low,Pure local deterministic text processing of session context; no network or model calls; recall/search tools read persistent session logs locally.,memory,"package.json declares dsh.bundle with cordis.patch.yml, client inject list; README documents three reproducible install methods.",2026-08-27
TencentCloud/tencentcloud-agentobs-sdk-dsh,verified_plugin,,"Streams DSH GenAI traces to Tencent Cloud CLS log service with 5-layer span hierarchy, configurable batching/retry, content capture toggle.",dsh plugin --profile web|headless|harness add tencentcloud-agentobs-sdk-dsh,Apache-2.0,medium,"Uploads GenAI trace content (prompts, responses, tool args/results) by default to Tencent Cloud CLS; requires SecretId/SecretKey or UIN.",other,README documents `dsh plugin --profile ... add` install; package.json contains dsh.bundle.patch: ./cordis.patch.yml.,2026-08-27
WizisCool/dsh-ears,verified_plugin,,"Voice input for DSH web UI with Web Speech, local GPU Whisper, Groq, Aliyun Bailian, Tencent Cloud and OpenAI-compatible ASR backends, plus automatic polishing.",dsh plugin --profile web add dsh-ears,MIT,medium,"Captures microphone audio; cloud ASR backends (Groq, Aliyun Bailian, Tencent Cloud, OpenAI-compatible) receive recorded audio; API keys stored via plugin settings.",ui,cordis.patch.yml in repo; README documents `dsh plugin --profile web add dsh-ears`; npm package dsh-ears published; 329 tests.,2026-08-27
sikadi233-hub/minecraft-dev,verified_plugin,,"Gives DSH agents Minecraft plugin/mod development: scaffold projects, run Gradle builds, load version-aware API references, delegate to a 4-subagent team.",dsh plugin --profile web add minecraft-dev,MIT,medium,"Executes gradlew subprocesses (mc_gradle), writes project files (mc_scaffold), auto-copies a preset into $DSH_HOME/.agent-presets on boot.",skills,"package.json (dsh.plugin=true, kind=server, bundle.patch=./cordis.patch.yml); README documents three install paths.",2026-08-27
caoyiwei850/dsh-ssh-ops,verified_plugin,,"SSH terminal (xterm.js), SFTP file manager, port forwarding, multi-server fan-out, DB query/management over SSH tunnel, 24 agent tools.",dsh plugin --profile web add github:caoyiwei850/dsh-ssh-ops#v0.2.13 && dsh web,MIT,high,"SSH/SFTP/remote command execution, DB credentials, PEM private keys and passphrases stored in ~/.dsh/.credentials.yaml; executes commands on remote servers.",automation,package.json has dsh.bundle.patch -> cordis.patch.yml and dsh.client platform web; README documents install.,2026-08-27
mmzm0808/dsh-deepseek-usage,verified_plugin,,Displays real-time DeepSeek platform balance/consumption/tokens/per-model usage in a draggable UI ball+panel; bundles a Ventus plugin install UI.,dsh plugin --profile web add github:mmzm0808/dsh-deepseek-usage,MIT,high,Reads/stores DeepSeek open-platform userToken (web login credential tied to account balance) by launching local Chrome/Edge/Brave and scraping localStorage; calls DeepSeek private usage APIs (loopback-only).,ui,package.json declares dsh.client.platform web with injects and dsh.bundle.patch=cordis.patch.yml; README documents install.,2026-08-27
corrinehu/dsh-chat-imagine,verified_plugin,,Inline image generation with bundled cli-image-gen recovery skill; analyze_image reads local/URL images into structured JSON evidence; set_image_default for channel selection.,dsh plugin --profile web add dsh-chat-imagine,MIT,medium,"Executes local CLIs (mmx/codex/agy) with logged-in accounts (consumes ChatGPT/Google quota), makes external API calls, reads local image paths/URLs; recent commit fixed a command-injection issue.",vision,"README documents `dsh plugin --profile web add` commands; package.json (dsh.bundle.patch -> ./cordis.patch.yml, peerDeps on @deepseek-ai/dsh-tools).",2026-08-27
rinDBeans/dsh-miraculous-standard,verified_plugin,,"Selectable DSH agent preset: Minimal-exact first-request bootstrap, model-aware tool-catalog promotion, unified context-gate, epoch-aware compaction, Windows custom-bash normalization.",dsh plugin --profile web add github:rinDBeans/dsh-miraculous-standard (or cp -r preset ~/.dsh/.agent-presets/miraculous-standard),MIT,medium,"Preset controls agent bootstrap prompts, context-gate and tool catalogs inside dsh; custom-bash wrapper executes shell commands; writes preset files under ~/.dsh and scans durable logs.",agent_orchestration,"README documents `dsh plugin --profile` install; package.json has dsh.bundle.patch pointing to cordis.patch.yml, preset/ files present.",2026-08-27
FrankHu-HK/mnemosyne,verified_plugin,真实可复现的 cordis.patch.yml MCP 挂载加载路径，非纯话题标签项目,本地优先 AI 记忆系统：多层级记忆（热/温/冷层）与经济性遗忘、SHA-256 哈希链账本防篡改、CLI/HTTP/Python/MCP(13 工具)/Web 仪表盘多形态，可挂载到 DSH 作 MCP 工具实现跨会话长期记忆与知识图谱,"pip install mnemosyne-os；按 docs/DEPLOY_DEEPSEEK_HARNESS.md 在 ~/.dsh/profiles/web/cordis.patch.yml 挂载 mcp-mnemosyne（@deepseek-ai/dsh-mcp-client, stdio, python -m mnemosyne.webui.mcp_server），dsh --profile web --dump-config 验证",MIT,medium,本地 Web 仪表盘默认账号 admin/mnemosyne（文档要求改密）、MCP 可选 token 认证、本地文件读写记忆库、可选外部 provider 适配器,memory_persona,仓库主页/README/DEPLOY_DEEPSEEK_HARNESS.md/API 元数据；真实 Python 项目非 fork，PyPI 包 mnemosyne-os，DSH 加载路径为文档化的 cordis.patch.yml MCP 挂载 + dsh --profile web --dump-config 验证,2026-08-28
chumingjun/dsh-harness-one,verified_plugin,完整原生 DSH 加载路径（dsh.bundle.patch + cordis.patch.yml + 文档化命令 + 原生 skills），非 fork/教程/壳,可视化多智能体工作流编排：React Flow 画布 8 种节点、SSE 实时监控、断点续跑、cron/webhook/对话多入口、飞书消息推送与文档读写、workflow_* 工具族,dsh plugin --profile web add dsh-harness-one && dsh plugin --profile web add dsh-better-sidebar && dsh web,MIT,high,飞书扫码登录与 App Secret 凭据管理（外部聊天/IM）、webhook token 鉴权对外端口、cron、QuickJS 脚本节点与工作区文件读写（均为用户主动配置的正常集成能力）,automation,根 package.json（private 工作区）、dsh-plugins/dsh-ccpg-one/package.json（含 dsh.bundle.patch→cordis.patch.yml）+ cordis.patch.yml（insert 挂载 7 子插件）+ skills/workflow-one.md 原生技能格式；README 文档化 dsh plugin 命令；npm 已发布 v0.5.1 及 7 子包；原创 112 commits 非 fork,2026-08-28
wzxaaaa/dsh-w-plugin-ecosystem,verified_plugin,package.json dsh.bundle.patch + cordis.patch.yml + 文档化 dsh plugin 命令均真实存在，DSH 加载路径可复现,14 个 DSH Web profile 本地插件：图形化插件管理/拖拽安装、右侧边栏宿主、屏幕与图片视觉识别、Windows 鼠标键盘窗口控制、Markdown 知识库、人设模板等,dsh plugin --profile web add ./dsh-w-custom-plugins/dsh-w-custom-plugins-0.3.2.tgz（各插件同理，或用 dsh-w-custom-plugins 拖拽安装）,MIT,high,插件持有本机代码执行权限，含 dsh-w-computer-use（Windows 鼠标/键盘/窗口控制）、dsh-w-vision（屏幕捕获）及可拖拽安装任意归档的插件管理器,ecosystem,仓库主页/README/API 元数据/dsh-w-custom-plugins 与 dsh-w-vision 的 package.json（dsh.bundle.patch + client.inject + platform=web）及 cordis.patch.yml；README 文档化 dsh plugin add 命令且仓库内附 .tgz；非 fork 原创,2026-08-28
PerryLink/dsh-industry-research,verified_plugin,dsh.bundle.patch + cordis.patch.yml + 文档化命令齐全，原生 DSH 加载路径真实可复现，非 API-only/教程/骨架,构建/更新产业链图（chain.json+SVG）、公开来源政策与新闻追踪（timeline.jsonl 带 SHA-256 溯源哈希）、批量公司研究卡片、可审计研究报告（含正反方综合与红队审查）,dsh plugin --profile demo add dsh-industry-research（或 git 通道：dsh plugin --profile demo add github:PerryLink/dsh-industry-research#<sha>）,Apache-2.0,medium,经 ctx.web 发起外部网页抓取、工作区文件读写；无浏览器 session/SSH/聊天/特权凭据，支持 offline 模式,data_tools,README/package.json（顶层 dsh.bundle.patch 字段 + dshWorkshop 元数据 + peerDeps 官方 @deepseek-ai/cordis 等）/cordis.patch.yml（insert bundle 行）/skills/ 两个方法论 skill；README 文档化 dsh plugin add/remove 与 --dump-config；非 fork 原创,2026-08-28
